date,warehouse_id,product_id,current_stock,temperature,temp_alert,low_stock_alert,anomaly_score,is_anomaly
2024-08-04,W01,P0030,552,20.686688496060416,0,0,1,0
2024-08-11,W01,P0030,158,22.12612907658585,0,0,1,0
2024-08-18,W01,P0030,46,21.006444981557216,0,1,1,0
2024-08-25,W01,P0030,17,23.78387873444544,0,1,1,0
2024-09-01,W01,P0030,990,20.764401172967712,0,0,1,0
2024-09-08,W01,P0030,317,22.25612729698829,0,0,1,0
2024-09-15,W01,P0030,895,24.327053695427576,0,0,1,0
2024-09-22,W01,P0030,57,20.341581430780064,0,1,1,0
2024-09-29,W01,P0030,961,22.82019406088515,0,0,1,0
2024-10-06,W01,P0030,717,22.0261022397492,0,0,1,0
2024-10-13,W01,P0030,538,20.037790853622983,0,0,1,0
2024-10-20,W01,P0030,35,22.845009291208125,0,1,1,0
2024-10-27,W01,P0030,934,20.71039988343307,0,0,1,0
2024-11-03,W01,P0030,906,17.505048207046364,0,0,-1,1
2024-11-10,W01,P0030,848,20.793388824743225,0,0,1,0
2024-11-17,W01,P0030,731,21.14795341358144,0,0,1,0
2024-11-24,W01,P0030,758,22.12610057564103,0,0,1,0
2024-12-01,W01,P0030,634,23.68728297946541,0,0,1,0
2024-12-08,W01,P0030,676,21.33562797754735,0,0,1,0
2024-12-15,W01,P0030,937,20.259644373402008,0,0,1,0
2024-12-22,W01,P0030,986,25.12701410333355,1,0,1,0
2024-12-29,W01,P0030,913,23.148032021184388,0,0,1,0
2025-01-05,W01,P0030,66,23.94898832021376,0,1,1,0
2025-01-12,W01,P0030,723,19.257831123962816,0,0,1,0
2025-01-19,W01,P0030,680,20.406501420341712,0,0,1,0
2025-01-26,W01,P0030,918,21.707824698325265,0,0,1,0
2025-02-02,W01,P0030,958,20.81200974276912,0,0,1,0
2025-02-09,W01,P0030,834,21.343233295178614,0,0,1,0
2025-02-16,W01,P0030,251,20.351458385275325,0,0,1,0
2025-02-23,W01,P0030,58,20.75536018439797,0,1,1,0
2025-03-02,W01,P0030,399,20.873409928975377,0,0,1,0
2025-03-09,W01,P0030,762,20.65437255141948,0,0,1,0
2025-03-16,W01,P0030,558,20.29344143222601,0,0,1,0
2025-03-23,W01,P0030,117,25.070260014921832,1,0,1,0
2025-03-30,W01,P0030,216,19.061002388077355,0,0,1,0
2025-04-06,W01,P0030,304,21.65707958733503,0,0,1,0
2025-04-13,W01,P0030,192,20.735721623578428,0,0,1,0
2025-04-20,W01,P0030,152,23.06917771542913,0,0,1,0
2025-04-27,W01,P0030,792,23.08204956251956,0,0,1,0
2025-05-04,W01,P0030,545,23.98876778652175,0,0,1,0
2025-05-11,W01,P0030,979,19.99132652207362,0,0,1,0
2025-05-18,W01,P0030,423,21.453925011978377,0,0,1,0
2025-05-25,W01,P0030,187,16.000571126397404,0,0,-1,1
2025-06-01,W01,P0030,259,25.20382254052888,1,0,1,0
2025-06-08,W01,P0030,908,20.01846035209178,0,0,1,0
2025-06-15,W01,P0030,348,25.007400636870585,1,0,1,0
2025-06-22,W01,P0030,544,22.56938664146861,0,0,1,0
2025-06-29,W01,P0030,514,19.48053315768004,0,0,1,0
2025-07-06,W01,P0030,907,23.17533031769621,0,0,1,0
2025-07-13,W01,P0030,31,22.02040425510692,0,1,1,0
2025-07-20,W01,P0030,656,21.33875982160593,0,0,1,0
2025-07-27,W01,P0030,276,22.5207384609858,0,0,1,0
2025-08-03,W01,P0030,258,18.56945546997457,0,0,1,0
2025-08-10,W01,P0030,604,21.64464731699526,0,0,1,0
2025-08-17,W01,P0030,868,19.6273103907335,0,0,1,0
2025-08-24,W01,P0030,245,19.948364692317988,0,0,1,0
2025-08-31,W01,P0030,508,18.30403505719627,0,0,1,0
2025-09-07,W01,P0030,16,21.549213905885644,0,1,1,0
2025-09-14,W01,P0030,832,22.41756414259136,0,0,1,0
2025-09-21,W01,P0030,405,20.89744621109914,0,0,1,0
2025-09-28,W01,P0030,896,20.05423868717466,0,0,1,0
2025-10-05,W01,P0030,599,20.03259535248075,0,0,1,0
2025-10-12,W01,P0030,694,21.75584421452581,0,0,1,0
2025-10-19,W01,P0030,452,22.63100558779905,0,0,1,0
2025-10-26,W01,P0030,838,18.370017667546165,0,0,1,0
2025-11-02,W01,P0030,513,20.828133742588182,0,0,1,0
2025-11-09,W01,P0030,878,23.1201771597246,0,0,1,0
2025-11-16,W01,P0030,304,17.789526832522455,0,0,1,0
2025-11-23,W01,P0030,367,23.07354303360607,0,0,1,0
2025-11-30,W01,P0030,571,23.104978695340684,0,0,1,0
2024-01-07,W01,P0005,224,21.08629569899824,0,0,1,0
2024-01-14,W01,P0005,783,25.807958681662363,1,0,1,0
2024-01-21,W01,P0005,996,21.084338621150103,0,0,1,0
2024-01-28,W01,P0005,549,23.501678104436888,0,0,1,0
2024-02-04,W01,P0005,255,20.69832470357208,0,0,1,0
2024-02-11,W01,P0005,669,20.41674556781265,0,0,1,0
2024-02-18,W01,P0005,464,20.927047096998624,0,0,1,0
2024-02-25,W01,P0005,290,23.407787754039955,0,0,1,0
2024-03-03,W01,P0005,572,24.7288832013406,0,0,1,0
2024-03-10,W01,P0005,333,23.43029666904012,0,0,1,0
2024-03-17,W01,P0005,895,18.287471436650225,0,0,1,0
2024-03-24,W01,P0005,137,21.565853103932906,0,0,1,0
2024-03-31,W01,P0005,117,20.94985273998044,0,0,1,0
2024-04-07,W01,P0005,601,21.54168773779615,0,0,1,0
2024-04-14,W01,P0005,959,20.378940835606503,0,0,1,0
2024-04-21,W01,P0005,111,23.37359193746435,0,0,1,0
2024-04-28,W01,P0005,214,17.779345890094827,0,0,-1,1
2024-05-05,W01,P0005,737,22.78865267739837,0,0,1,0
2024-05-12,W01,P0005,45,21.353387764025527,0,1,1,0
2024-05-19,W01,P0005,414,21.00846135028197,0,0,1,0
2024-05-26,W01,P0005,928,21.169240322323777,0,0,1,0
2024-06-02,W01,P0005,951,23.28563184413594,0,0,1,0
2024-06-09,W01,P0005,17,21.47828446411009,0,1,1,0
2024-06-16,W01,P0005,247,18.211447129337447,0,0,1,0
2024-06-23,W01,P0005,687,20.426011288774752,0,0,1,0
2024-06-30,W01,P0005,914,23.35837232862997,0,0,1,0
2024-07-07,W01,P0005,701,20.367699007532664,0,0,1,0
2024-07-14,W01,P0005,516,21.377302590282987,0,0,1,0
2024-07-21,W01,P0005,685,22.4820954941025,0,0,1,0
2024-07-28,W01,P0005,629,21.3280917358283,0,0,1,0
2024-08-04,W01,P0005,711,23.32801792520359,0,0,1,0
2024-08-11,W01,P0005,120,22.234364007167223,0,0,1,0
2024-08-18,W01,P0005,793,18.060408700608185,0,0,1,0
2024-08-25,W01,P0005,982,18.519185511594937,0,0,-1,1
2024-09-01,W01,P0005,925,23.739682439126035,0,0,1,0
2024-09-08,W01,P0005,986,23.9248978751031,0,0,1,0
2024-09-15,W01,P0005,945,21.41805087417361,0,0,1,0
2024-09-22,W01,P0005,373,22.88777816401496,0,0,1,0
2024-09-29,W01,P0005,969,18.36347176996769,0,0,-1,1
2024-10-06,W01,P0005,452,25.469662657479244,1,0,1,0
2024-10-13,W01,P0005,456,21.421554119336104,0,0,1,0
2024-10-20,W01,P0005,407,21.064452378423105,0,0,1,0
2024-10-27,W01,P0005,13,19.489246922019586,0,1,1,0
2024-11-03,W01,P0005,406,24.026649396313964,0,0,1,0
2024-11-10,W01,P0005,934,21.341440353224936,0,0,1,0
2024-11-17,W01,P0005,111,21.174781821221355,0,0,1,0
2024-11-24,W01,P0005,200,20.47239776240072,0,0,1,0
2024-12-01,W01,P0005,487,22.507532349022352,0,0,1,0
2024-12-08,W01,P0005,698,19.45114388512893,0,0,1,0
2024-12-15,W01,P0005,338,24.844158527209373,0,0,1,0
2024-12-22,W01,P0005,82,19.35113693773029,0,1,1,0
2024-12-29,W01,P0005,334,23.06837868841061,0,0,1,0
2025-01-05,W01,P0005,658,19.12421007310571,0,0,1,0
2025-01-12,W01,P0005,669,21.480263913720485,0,0,1,0
2025-01-19,W01,P0005,581,23.017484803338785,0,0,1,0
2025-01-26,W01,P0005,442,21.672717959675083,0,0,1,0
2025-02-02,W01,P0005,440,23.228302385227416,0,0,1,0
2025-02-09,W01,P0005,986,19.32400074704194,0,0,1,0
2025-02-16,W01,P0005,704,22.749833159605217,0,0,1,0
2025-02-23,W01,P0005,546,24.02846327282807,0,0,1,0
2025-03-02,W01,P0005,329,18.78027791977029,0,0,1,0
2025-03-09,W01,P0005,306,19.26234907067249,0,0,1,0
2025-03-16,W01,P0005,316,19.59611017286376,0,0,1,0
2025-03-23,W01,P0005,455,23.04661538242028,0,0,1,0
2025-03-30,W01,P0005,3,21.565155079030884,0,1,1,0
2025-04-06,W01,P0005,185,20.5450718516106,0,0,1,0
2025-04-13,W01,P0005,869,23.32509637339409,0,0,1,0
2025-04-20,W01,P0005,660,25.092587237455227,1,0,1,0
2025-04-27,W01,P0005,42,21.957797084677143,0,1,1,0
2025-05-04,W01,P0005,661,21.993050632434105,0,0,1,0
2025-05-11,W01,P0005,783,20.118383549046406,0,0,1,0
2025-05-18,W01,P0005,589,21.96728801501271,0,0,1,0
2025-05-25,W01,P0005,46,19.81712026423499,0,1,1,0
2025-06-01,W01,P0005,386,19.18135075267175,0,0,1,0
2025-06-08,W01,P0005,780,19.2624985966296,0,0,1,0
2025-06-15,W01,P0005,286,20.988626251888444,0,0,1,0
2025-06-22,W01,P0005,382,23.879078097799987,0,0,1,0
2025-06-29,W01,P0005,230,23.68003842957823,0,0,1,0
2025-07-06,W01,P0005,449,22.496313229778327,0,0,1,0
2025-07-13,W01,P0005,103,21.80326795454916,0,0,1,0
2025-07-20,W01,P0005,995,24.97335711308636,0,0,-1,1
2025-07-27,W01,P0005,540,22.98717719740396,0,0,1,0
2025-08-03,W01,P0005,408,20.92690060934814,0,0,1,0
2025-08-10,W01,P0005,247,21.751815594028592,0,0,1,0
2025-08-17,W01,P0005,818,21.168256472553296,0,0,1,0
2025-08-24,W01,P0005,569,20.55398154959689,0,0,1,0
2025-08-31,W01,P0005,651,21.03944816826493,0,0,1,0
2025-09-07,W01,P0005,754,17.776142479750813,0,0,-1,1
2025-09-14,W01,P0005,484,19.49575116018277,0,0,1,0
2025-09-21,W01,P0005,803,21.87762052262532,0,0,1,0
2025-09-28,W01,P0005,761,21.61749907990203,0,0,1,0
2025-10-05,W01,P0005,775,24.901561460525286,0,0,1,0
2025-10-12,W01,P0005,712,26.082657491701763,1,0,1,0
2025-10-19,W01,P0005,871,18.66885657785666,0,0,1,0
2025-10-26,W01,P0005,43,22.840492392266807,0,1,1,0
2025-11-02,W01,P0005,174,20.88968724604297,0,0,1,0
2025-11-09,W01,P0005,158,22.29174250106714,0,0,1,0
2025-11-16,W01,P0005,606,20.26348500595349,0,0,1,0
2025-11-23,W01,P0005,1,24.291375971093608,0,1,-1,1
2025-11-30,W01,P0005,747,24.22959558373025,0,0,1,0
2024-01-07,W01,P0014,397,24.010911842763264,0,0,1,0
2024-01-14,W01,P0014,373,23.247808340433977,0,0,1,0
2024-01-21,W01,P0014,765,24.67765098578608,0,0,1,0
2024-01-28,W01,P0014,994,24.08163963164423,0,0,1,0
2024-02-04,W01,P0014,814,23.886128142344145,0,0,1,0
2024-02-11,W01,P0014,334,23.949101569694747,0,0,1,0
2024-02-18,W01,P0014,572,22.79417740547972,0,0,1,0
2024-02-25,W01,P0014,481,21.67132706771696,0,0,1,0
2024-03-03,W01,P0014,516,22.84432669108229,0,0,1,0
2024-03-10,W01,P0014,652,19.09574277874968,0,0,1,0
2024-03-17,W01,P0014,99,23.506606825024395,0,1,1,0
2024-03-24,W01,P0014,257,20.844983601985287,0,0,1,0
2024-03-31,W01,P0014,984,20.858005793374893,0,0,1,0
2024-04-07,W01,P0014,496,23.44056240557025,0,0,1,0
2024-04-14,W01,P0014,248,21.92884435398687,0,0,1,0
2024-04-21,W01,P0014,654,20.28915543654637,0,0,1,0
2024-04-28,W01,P0014,518,19.732997066100417,0,0,1,0
2024-05-05,W01,P0014,891,18.061011594419742,0,0,-1,1
2024-05-12,W01,P0014,2,22.37912233110587,0,1,1,0
2024-05-19,W01,P0014,729,21.04674397608479,0,0,1,0
2024-05-26,W01,P0014,676,23.00140316710834,0,0,1,0
2024-06-02,W01,P0014,968,22.72652663776993,0,0,1,0
2024-06-09,W01,P0014,970,25.57195278856604,1,0,-1,1
2024-06-16,W01,P0014,414,19.63814073889513,0,0,1,0
2024-06-23,W01,P0014,22,19.09803517736216,0,1,1,0
2024-06-30,W01,P0014,880,19.44054610242112,0,0,1,0
2024-07-07,W01,P0014,161,22.800326634106483,0,0,1,0
2024-07-14,W01,P0014,514,20.453901456913304,0,0,1,0
2024-07-21,W01,P0014,372,22.82376322244033,0,0,1,0
2024-07-28,W01,P0014,174,18.73076925816233,0,0,1,0
2024-08-04,W01,P0014,972,21.22009153812074,0,0,1,0
2024-08-11,W01,P0014,797,22.27199078982236,0,0,1,0
2024-08-18,W01,P0014,491,20.948112342504643,0,0,1,0
2024-08-25,W01,P0014,879,21.36585886027645,0,0,1,0
2024-09-01,W01,P0014,865,19.014902605059262,0,0,1,0
2024-09-08,W01,P0014,768,24.239426374714647,0,0,1,0
2024-09-15,W01,P0014,908,21.46865181034294,0,0,1,0
2024-09-22,W01,P0014,450,21.03414043007293,0,0,1,0
2024-09-29,W01,P0014,954,21.92550476022199,0,0,1,0
2024-10-06,W01,P0014,412,19.26434754557101,0,0,1,0
2024-10-13,W01,P0014,20,23.687692064820546,0,1,1,0
2024-10-20,W01,P0014,942,23.045544229769256,0,0,1,0
2024-10-27,W01,P0014,415,19.42064289135153,0,0,1,0
2024-11-03,W01,P0014,569,21.100769532509307,0,0,1,0
2024-11-10,W01,P0014,353,20.19590080221631,0,0,1,0
2024-11-17,W01,P0014,920,21.07755324446713,0,0,1,0
2024-11-24,W01,P0014,655,21.45218595381668,0,0,1,0
2024-12-01,W01,P0014,837,23.277680122063604,0,0,1,0
2024-12-08,W01,P0014,673,20.59559883294082,0,0,1,0
2024-12-15,W01,P0014,21,18.56928391331529,0,1,-1,1
2024-12-22,W01,P0014,847,19.141028917788965,0,0,1,0
2024-12-29,W01,P0014,753,23.860942822030896,0,0,1,0
2025-01-05,W01,P0014,16,25.65553800272738,1,1,-1,1
2025-01-12,W01,P0014,670,21.182007722557348,0,0,1,0
2025-01-19,W01,P0014,114,21.549121558427355,0,0,1,0
2025-01-26,W01,P0014,273,20.580491035197483,0,0,1,0
2025-02-02,W01,P0014,822,19.67653260839544,0,0,1,0
2025-02-09,W01,P0014,589,17.441718899679195,0,0,-1,1
2025-02-16,W01,P0014,996,20.834303545083,0,0,1,0
2025-02-23,W01,P0014,919,25.089337243139585,1,0,1,0
2025-03-02,W01,P0014,44,22.17082556115677,0,1,1,0
2025-03-09,W01,P0014,415,23.15788404275766,0,0,1,0
2025-03-16,W01,P0014,242,21.368469710176555,0,0,1,0
2025-03-23,W01,P0014,461,22.92152100383822,0,0,1,0
2025-03-30,W01,P0014,409,25.08013447948565,1,0,1,0
2025-04-06,W01,P0014,472,18.38767158324204,0,0,1,0
2025-04-13,W01,P0014,597,22.375569236846,0,0,1,0
2025-04-20,W01,P0014,121,21.40017350686093,0,0,1,0
2025-04-27,W01,P0014,507,19.75335885085752,0,0,1,0
2025-05-04,W01,P0014,134,20.664313883078176,0,0,1,0
2025-05-11,W01,P0014,34,21.70322368527032,0,1,1,0
2025-05-18,W01,P0014,981,19.596258915118685,0,0,1,0
2025-05-25,W01,P0014,394,22.37678526426996,0,0,1,0
2025-06-01,W01,P0014,990,23.31890053675408,0,0,1,0
2025-06-08,W01,P0014,479,22.35731494781448,0,0,1,0
2025-06-15,W01,P0014,679,27.158791550130424,1,0,-1,1
2025-06-22,W01,P0014,955,23.28136413517893,0,0,1,0
2025-06-29,W01,P0014,765,22.847646290194124,0,0,1,0
2025-07-06,W01,P0014,940,18.37925574782004,0,0,-1,1
2025-07-13,W01,P0014,430,23.6244021528357,0,0,1,0
2025-07-20,W01,P0014,92,24.144650368652872,0,1,1,0
2025-07-27,W01,P0014,894,22.70069543340682,0,0,1,0
2025-08-03,W01,P0014,771,23.56784052614937,0,0,1,0
2025-08-10,W01,P0014,377,24.218517250717905,0,0,1,0
2025-08-17,W01,P0014,691,22.75015979326488,0,0,1,0
2025-08-24,W01,P0014,511,25.8044957114388,1,0,1,0
2025-08-31,W01,P0014,641,23.5540035774,0,0,1,0
2025-09-07,W01,P0014,421,23.39522254954387,0,0,1,0
2025-09-14,W01,P0014,671,22.73221155629336,0,0,1,0
2025-09-21,W01,P0014,139,20.69855637694869,0,0,1,0
2025-09-28,W01,P0014,312,21.0611940816607,0,0,1,0
2025-10-05,W01,P0014,180,25.33009455596299,1,0,1,0
2025-10-12,W01,P0014,725,22.957761098883577,0,0,1,0
2025-10-19,W01,P0014,528,20.677176431755008,0,0,1,0
2025-10-26,W01,P0014,276,24.270720794010945,0,0,1,0
2025-11-02,W01,P0014,995,23.908590249810675,0,0,1,0
2025-11-09,W01,P0014,565,22.75181081173257,0,0,1,0
2025-11-16,W01,P0014,60,21.13623893365411,0,1,1,0
2025-11-23,W01,P0014,954,23.098279584316312,0,0,1,0
2025-11-30,W01,P0014,55,20.596118362805484,0,1,1,0
2024-01-07,W01,P0040,687,23.824251725943853,0,0,1,0
2024-01-14,W01,P0040,439,22.68178949916534,0,0,1,0
2024-01-21,W01,P0040,183,27.79059937577599,1,0,-1,1
2024-01-28,W01,P0040,13,22.803170902983435,0,1,1,0
2024-02-04,W01,P0040,228,22.09870955470225,0,0,1,0
2024-02-11,W01,P0040,748,16.65833568462451,0,0,-1,1
2024-02-18,W01,P0040,28,23.089491539235485,0,1,1,0
2024-02-25,W01,P0040,473,19.16037332659889,0,0,1,0
2024-03-03,W01,P0040,993,24.0383182246152,0,0,1,0
2024-03-10,W01,P0040,788,23.837501693401748,0,0,1,0
2024-03-17,W01,P0040,350,22.68204500952444,0,0,1,0
2024-03-24,W01,P0040,515,24.53415870149416,0,0,1,0
2024-03-31,W01,P0040,792,22.88960191422048,0,0,1,0
2024-04-07,W01,P0040,713,23.65710980024188,0,0,1,0
2024-04-14,W01,P0040,299,22.25262745435591,0,0,1,0
2024-04-21,W01,P0040,907,23.33080688724392,0,0,1,0
2024-04-28,W01,P0040,636,21.58261504521548,0,0,1,0
2024-05-05,W01,P0040,868,18.527759579834463,0,0,1,0
2024-05-12,W01,P0040,416,24.991425835407384,0,0,1,0
2024-05-19,W01,P0040,709,24.43944639968157,0,0,1,0
2024-05-26,W01,P0040,246,22.9549287105614,0,0,1,0
2024-06-02,W01,P0040,792,19.7621217540136,0,0,1,0
2024-06-09,W01,P0040,51,21.40403023924449,0,1,1,0
2024-06-16,W01,P0040,108,23.05329030014604,0,0,1,0
2024-06-23,W01,P0040,44,23.55118469606909,0,1,1,0
2024-06-30,W01,P0040,593,20.29977375185613,0,0,1,0
2024-07-07,W01,P0040,826,24.02106154476686,0,0,1,0
2024-07-14,W01,P0040,826,19.132528581537457,0,0,1,0
2024-07-21,W01,P0040,698,23.410843394394792,0,0,1,0
2024-07-28,W01,P0040,901,22.20953366803156,0,0,1,0
2024-08-04,W01,P0040,536,21.399570280028826,0,0,1,0
2024-08-11,W01,P0040,113,24.56013301286269,0,0,1,0
2024-08-18,W01,P0040,899,20.84703939845528,0,0,1,0
2024-08-25,W01,P0040,257,20.210770464620584,0,0,1,0
2024-09-01,W01,P0040,144,20.93078174157466,0,0,1,0
2024-09-08,W01,P0040,922,24.07361532917062,0,0,1,0
2024-09-15,W01,P0040,978,20.36070467079004,0,0,1,0
2024-09-22,W01,P0040,539,22.484518219322155,0,0,1,0
2024-09-29,W01,P0040,135,18.477851181555724,0,0,1,0
2024-10-06,W01,P0040,122,23.7803318944446,0,0,1,0
2024-10-13,W01,P0040,603,21.5043201016361,0,0,1,0
2024-10-20,W01,P0040,909,22.719737628976123,0,0,1,0
2024-10-27,W01,P0040,879,21.69123167696179,0,0,1,0
2024-11-03,W01,P0040,725,23.23308706970255,0,0,1,0
2024-11-10,W01,P0040,384,19.882260252266928,0,0,1,0
2024-11-17,W01,P0040,512,18.386333006619584,0,0,1,0
2024-11-24,W01,P0040,540,22.14569013689741,0,0,1,0
2024-12-01,W01,P0040,399,23.29532086998389,0,0,1,0
2024-12-08,W01,P0040,827,23.764000866612616,0,0,1,0
2024-12-15,W01,P0040,962,22.50505800532754,0,0,1,0
2024-12-22,W01,P0040,348,23.63929861064787,0,0,1,0
2024-12-29,W01,P0040,63,18.27365183746864,0,1,-1,1
2025-01-05,W01,P0040,993,26.82679193350216,1,0,-1,1
2025-01-12,W01,P0040,17,20.017700705902577,0,1,1,0
2025-01-19,W01,P0040,341,20.64431548027532,0,0,1,0
2025-01-26,W01,P0040,373,19.79305974462301,0,0,1,0
2025-02-02,W01,P0040,365,20.02091785188197,0,0,1,0
2025-02-09,W01,P0040,828,24.32274111030649,0,0,1,0
2025-02-16,W01,P0040,897,22.98862060309128,0,0,1,0
2025-02-23,W01,P0040,451,24.51644674269856,0,0,1,0
2025-03-02,W01,P0040,576,22.12348736308428,0,0,1,0
2025-03-09,W01,P0040,220,23.823298628109885,0,0,1,0
2025-03-16,W01,P0040,10,23.81150604883479,0,1,1,0
2025-03-23,W01,P0040,418,23.350304528445523,0,0,1,0
2025-03-30,W01,P0040,180,22.915891328204,0,0,1,0
2025-04-06,W01,P0040,843,18.807541593247187,0,0,1,0
2025-04-13,W01,P0040,732,23.726335625438644,0,0,1,0
2025-04-20,W01,P0040,153,23.706923491417715,0,0,1,0
2025-04-27,W01,P0040,144,18.36521240080009,0,0,1,0
2025-05-04,W01,P0040,725,20.14837949377719,0,0,1,0
2025-05-11,W01,P0040,833,21.027325598041426,0,0,1,0
2025-05-18,W01,P0040,917,22.56176119326182,0,0,1,0
2025-05-25,W01,P0040,714,18.65040347062249,0,0,1,0
2025-06-01,W01,P0040,114,20.510819093280016,0,0,1,0
2025-06-08,W01,P0040,265,20.72503891608973,0,0,1,0
2025-06-15,W01,P0040,956,20.47934481987413,0,0,1,0
2025-06-22,W01,P0040,629,21.32167874134588,0,0,1,0
2025-06-29,W01,P0040,762,22.81585453326392,0,0,1,0
2025-07-06,W01,P0040,133,20.86032546215541,0,0,1,0
2025-07-13,W01,P0040,725,22.45685217646572,0,0,1,0
2025-07-20,W01,P0040,906,19.94639627752463,0,0,1,0
2025-07-27,W01,P0040,531,23.7724845816383,0,0,1,0
2025-08-03,W01,P0040,331,23.081207157733992,0,0,1,0
2025-08-10,W01,P0040,680,22.29078000286953,0,0,1,0
2025-08-17,W01,P0040,609,21.76291582140092,0,0,1,0
2025-08-24,W01,P0040,973,18.65488459537349,0,0,-1,1
2025-08-31,W01,P0040,358,25.242930759616872,1,0,1,0
2025-09-07,W01,P0040,282,27.55117393329225,1,0,-1,1
2025-09-14,W01,P0040,29,21.2540230811296,0,1,1,0
2025-09-21,W01,P0040,224,23.632679907662137,0,0,1,0
2025-09-28,W01,P0040,296,21.118620109917604,0,0,1,0
2025-10-05,W01,P0040,768,18.7672421289504,0,0,1,0
2025-10-12,W01,P0040,644,23.44270258597132,0,0,1,0
2025-10-19,W01,P0040,281,23.214835666918617,0,0,1,0
2025-10-26,W01,P0040,304,20.905068303292943,0,0,1,0
2025-11-02,W01,P0040,166,21.9213013283424,0,0,1,0
2025-11-09,W01,P0040,589,22.142806254385828,0,0,1,0
2025-11-16,W01,P0040,445,17.252784183802458,0,0,-1,1
2025-11-23,W01,P0040,261,21.99421060698465,0,0,1,0
2025-11-30,W01,P0040,831,22.368026600112465,0,0,1,0
2024-01-07,W01,P0024,96,23.0835360305961,0,1,1,0
2024-01-14,W01,P0024,654,19.781690319950545,0,0,1,0
2024-01-21,W01,P0024,748,24.390601645341714,0,0,1,0
2024-01-28,W01,P0024,487,21.866663022681504,0,0,1,0
2024-02-04,W01,P0024,323,25.288489951305625,1,0,1,0
2024-02-11,W01,P0024,292,25.95974305290564,1,0,1,0
2024-02-18,W01,P0024,841,20.3427494627701,0,0,1,0
2024-02-25,W01,P0024,803,24.415157610586267,0,0,1,0
2024-03-03,W01,P0024,896,20.56270329775621,0,0,1,0
2024-03-10,W01,P0024,296,23.41100105600877,0,0,1,0
2024-03-17,W01,P0024,694,18.93069557385071,0,0,1,0
2024-03-24,W01,P0024,978,24.55181424082893,0,0,1,0
2024-03-31,W01,P0024,500,22.887956103132005,0,0,1,0
2024-04-07,W01,P0024,880,25.763152139946207,1,0,1,0
2024-04-14,W01,P0024,803,22.580860983972983,0,0,1,0
2024-04-21,W01,P0024,541,21.310649426058564,0,0,1,0
2024-04-28,W01,P0024,88,22.563923462785347,0,1,1,0
2024-05-05,W01,P0024,95,23.96784149114559,0,1,1,0
2024-05-12,W01,P0024,789,21.475283588811727,0,0,1,0
2024-05-19,W01,P0024,867,20.715363593292885,0,0,1,0
2024-05-26,W01,P0024,593,23.982654717722884,0,0,1,0
2024-06-02,W01,P0024,65,19.1331741098486,0,1,1,0
2024-06-09,W01,P0024,269,22.44026781630676,0,0,1,0
2024-06-16,W01,P0024,889,21.623367363554475,0,0,1,0
2024-06-23,W01,P0024,329,20.9424682269928,0,0,1,0
2024-06-30,W01,P0024,682,20.732424503368183,0,0,1,0
2024-07-07,W01,P0024,402,21.64890574152729,0,0,1,0
2024-07-14,W01,P0024,748,17.479470196387055,0,0,-1,1
2024-07-21,W01,P0024,749,21.929987366330515,0,0,1,0
2024-07-28,W01,P0024,945,20.983075345821323,0,0,1,0
2024-08-04,W01,P0024,202,24.426245129513664,0,0,1,0
2024-08-11,W01,P0024,373,23.07370172233385,0,0,1,0
2024-08-18,W01,P0024,270,24.385203032901035,0,0,1,0
