date,warehouse_id,product_id,current_stock,temperature
2024-06-02,W01,P0014,968,22.726526637769926
2024-06-09,W01,P0014,970,25.571952788566037
2024-06-16,W01,P0014,414,19.63814073889513
2024-06-23,W01,P0014,22,19.098035177362153
2024-06-30,W01,P0014,880,19.44054610242112
2024-07-07,W01,P0014,161,22.800326634106483
2024-07-14,W01,P0014,514,20.453901456913304
2024-07-21,W01,P0014,372,22.823763222440334
2024-07-28,W01,P0014,174,18.73076925816233
2024-08-04,W01,P0014,972,21.22009153812074
2024-08-11,W01,P0014,797,22.271990789822357
2024-08-18,W01,P0014,491,20.948112342504643
2024-08-25,W01,P0014,879,21.365858860276454
2024-09-01,W01,P0014,865,19.014902605059266
2024-09-08,W01,P0014,768,24.239426374714647
2024-09-15,W01,P0014,908,21.46865181034294
2024-09-22,W01,P0014,450,21.034140430072938
2024-09-29,W01,P0014,954,21.92550476022199
2024-10-06,W01,P0014,412,19.264347545571006
2024-10-13,W01,P0014,20,23.687692064820546
2024-10-20,W01,P0014,942,23.045544229769256
2024-10-27,W01,P0014,415,19.42064289135153
2024-11-03,W01,P0014,569,21.100769532509307
2024-11-10,W01,P0014,353,20.19590080221631
2024-11-17,W01,P0014,920,21.07755324446713
2024-11-24,W01,P0014,655,21.452185953816677
2024-12-01,W01,P0014,837,23.277680122063604
2024-12-08,W01,P0014,673,20.59559883294082
2024-12-15,W01,P0014,21,18.56928391331529
2024-12-22,W01,P0014,847,19.141028917788965
2024-12-29,W01,P0014,753,23.860942822030896
2025-01-05,W01,P0014,16,25.65553800272738
2025-01-12,W01,P0014,670,21.182007722557348
2025-01-19,W01,P0014,114,21.549121558427355
2025-01-26,W01,P0014,273,20.580491035197483
2025-02-02,W01,P0014,822,19.676532608395433
2025-02-09,W01,P0014,589,17.441718899679195
2025-02-16,W01,P0014,996,20.834303545083
2025-02-23,W01,P0014,919,25.089337243139582
2025-03-02,W01,P0014,44,22.170825561156775
2025-03-09,W01,P0014,415,23.15788404275766
2025-03-16,W01,P0014,242,21.368469710176555
2025-03-23,W01,P0014,461,22.92152100383822
2025-03-30,W01,P0014,409,25.08013447948565
2025-04-06,W01,P0014,472,18.387671583242042
2025-04-13,W01,P0014,597,22.375569236845994
2025-04-20,W01,P0014,121,21.400173506860938
2025-04-27,W01,P0014,507,19.75335885085752
2025-05-04,W01,P0014,134,20.664313883078176
2025-05-11,W01,P0014,34,21.703223685270316
2025-05-18,W01,P0014,981,19.596258915118685
2025-05-25,W01,P0014,394,22.376785264269962
2025-06-01,W01,P0014,990,23.31890053675408
2025-06-08,W01,P0014,479,22.35731494781448
2025-06-15,W01,P0014,679,27.158791550130424
2025-06-22,W01,P0014,955,23.281364135178926
2025-06-29,W01,P0014,765,22.847646290194124
2025-07-06,W01,P0014,940,18.379255747820036
2025-07-13,W01,P0014,430,23.6244021528357
2025-07-20,W01,P0014,92,24.144650368652872
2025-07-27,W01,P0014,894,22.70069543340682
2025-08-03,W01,P0014,771,23.56784052614937
2025-08-10,W01,P0014,377,24.218517250717902
2025-08-17,W01,P0014,691,22.750159793264878
2025-08-24,W01,P0014,511,25.804495711438797
2025-08-31,W01,P0014,641,23.554003577399993
2025-09-07,W01,P0014,421,23.39522254954387
2025-09-14,W01,P0014,671,22.732211556293358
2025-09-21,W01,P0014,139,20.698556376948694
2025-09-28,W01,P0014,312,21.0611940816607
2025-10-05,W01,P0014,180,25.33009455596299
2025-10-12,W01,P0014,725,22.957761098883577
2025-10-19,W01,P0014,528,20.677176431755008
2025-10-26,W01,P0014,276,24.270720794010945
2025-11-02,W01,P0014,995,23.908590249810675
2025-11-09,W01,P0014,565,22.75181081173257
2025-11-16,W01,P0014,60,21.13623893365411
2025-11-23,W01,P0014,954,23.098279584316312
2025-11-30,W01,P0014,55,20.596118362805484
2024-01-07,W01,P0040,687,23.824251725943853
2024-01-14,W01,P0040,439,22.68178949916534
2024-01-21,W01,P0040,183,27.79059937577599
2024-01-28,W01,P0040,13,22.803170902983435
2024-02-04,W01,P0040,228,22.09870955470225
2024-02-11,W01,P0040,748,16.65833568462451
2024-02-18,W01,P0040,28,23.089491539235485
2024-02-25,W01,P0040,473,19.16037332659889
2024-03-03,W01,P0040,993,24.0383182246152
2024-03-10,W01,P0040,788,23.837501693401748
2024-03-17,W01,P0040,350,22.68204500952444
2024-03-24,W01,P0040,515,24.534158701494153
2024-03-31,W01,P0040,792,22.88960191422048
2024-04-07,W01,P0040,713,23.657109800241876
2024-04-14,W01,P0040,299,22.25262745435591
2024-04-21,W01,P0040,907,23.33080688724392
2024-04-28,W01,P0040,636,21.582615045215476
2024-05-05,W01,P0040,868,18.527759579834463
2024-05-12,W01,P0040,416,24.991425835407384
2024-05-19,W01,P0040,709,24.439446399681575
2024-05-26,W01,P0040,246,22.954928710561397
2024-06-02,W01,P0040,792,19.7621217540136
2024-06-09,W01,P0040,51,21.40403023924449
2024-06-16,W01,P0040,108,23.05329030014604
2024-06-23,W01,P0040,44,23.551184696069086
2024-06-30,W01,P0040,593,20.29977375185613
2024-07-07,W01,P0040,826,24.02106154476686
2024-07-14,W01,P0040,826,19.132528581537457
2024-07-21,W01,P0040,698,23.410843394394792
2024-07-28,W01,P0040,901,22.20953366803156
2024-08-04,W01,P0040,536,21.399570280028826
2024-08-11,W01,P0040,113,24.56013301286269
2024-08-18,W01,P0040,899,20.84703939845528
2024-08-25,W01,P0040,257,20.210770464620584
2024-09-01,W01,P0040,144,20.93078174157466
2024-09-08,W01,P0040,922,24.07361532917062
2024-09-15,W01,P0040,978,20.36070467079004
2024-09-22,W01,P0040,539,22.484518219322155
2024-09-29,W01,P0040,135,18.477851181555724
2024-10-06,W01,P0040,122,23.780331894444593
2024-10-13,W01,P0040,603,21.5043201016361
2024-10-20,W01,P0040,909,22.719737628976123
2024-10-27,W01,P0040,879,21.69123167696179
2024-11-03,W01,P0040,725,23.23308706970255
2024-11-10,W01,P0040,384,19.882260252266928
2024-11-17,W01,P0040,512,18.386333006619584
2024-11-24,W01,P0040,540,22.145690136897414
2024-12-01,W01,P0040,399,23.295320869983886
2024-12-08,W01,P0040,827,23.764000866612616
2024-12-15,W01,P0040,962,22.50505800532754
2024-12-22,W01,P0040,348,23.63929861064787
2024-12-29,W01,P0040,63,18.273651837468638
2025-01-05,W01,P0040,993,26.826791933502157
2025-01-12,W01,P0040,17,20.017700705902577
2025-01-19,W01,P0040,341,20.644315480275313
2025-01-26,W01,P0040,373,19.79305974462301
2025-02-02,W01,P0040,365,20.02091785188197
2025-02-09,W01,P0040,828,24.322741110306495
2025-02-16,W01,P0040,897,22.988620603091274
2025-02-23,W01,P0040,451,24.51644674269856
2025-03-02,W01,P0040,576,22.123487363084273
2025-03-09,W01,P0040,220,23.823298628109885
2025-03-16,W01,P0040,10,23.81150604883479
2025-03-23,W01,P0040,418,23.350304528445523
2025-03-30,W01,P0040,180,22.915891328203994
2025-04-06,W01,P0040,843,18.807541593247187
2025-04-13,W01,P0040,732,23.726335625438644
2025-04-20,W01,P0040,153,23.706923491417715
2025-04-27,W01,P0040,144,18.36521240080009
2025-05-04,W01,P0040,725,20.14837949377719
2025-05-11,W01,P0040,833,21.027325598041422
2025-05-18,W01,P0040,917,22.56176119326182
2025-05-25,W01,P0040,714,18.65040347062249
2025-06-01,W01,P0040,114,20.510819093280016
2025-06-08,W01,P0040,265,20.72503891608973
2025-06-15,W01,P0040,956,20.47934481987413
2025-06-22,W01,P0040,629,21.32167874134588
2025-06-29,W01,P0040,762,22.815854533263916
2025-07-06,W01,P0040,133,20.860325462155412
2025-07-13,W01,P0040,725,22.456852176465716
2025-07-20,W01,P0040,906,19.94639627752463
2025-07-27,W01,P0040,531,23.7724845816383
2025-08-03,W01,P0040,331,23.081207157733992
2025-08-10,W01,P0040,680,22.29078000286953
2025-08-17,W01,P0040,609,21.762915821400913
2025-08-24,W01,P0040,973,18.654884595373495
2025-08-31,W01,P0040,358,25.242930759616872
2025-09-07,W01,P0040,282,27.55117393329225
2025-09-14,W01,P0040,29,21.254023081129596
2025-09-21,W01,P0040,224,23.632679907662137
2025-09-28,W01,P0040,296,21.118620109917604
2025-10-05,W01,P0040,768,18.7672421289504
2025-10-12,W01,P0040,644,23.442702585971322
2025-10-19,W01,P0040,281,23.214835666918617
2025-10-26,W01,P0040,304,20.905068303292946
2025-11-02,W01,P0040,166,21.9213013283424
2025-11-09,W01,P0040,589,22.142806254385828
2025-11-16,W01,P0040,445,17.252784183802458
2025-11-23,W01,P0040,261,21.994210606984655
2025-11-30,W01,P0040,831,22.368026600112465
2024-01-07,W01,P0024,96,23.0835360305961
2024-01-14,W01,P0024,654,19.781690319950545
2024-01-21,W01,P0024,748,24.390601645341714
2024-01-28,W01,P0024,487,21.866663022681504
2024-02-04,W01,P0024,323,25.288489951305625
2024-02-11,W01,P0024,292,25.95974305290564
2024-02-18,W01,P0024,841,20.3427494627701
2024-02-25,W01,P0024,803,24.415157610586267
2024-03-03,W01,P0024,896,20.56270329775621
2024-03-10,W01,P0024,296,23.41100105600877
2024-03-17,W01,P0024,694,18.93069557385071
2024-03-24,W01,P0024,978,24.551814240828932
2024-03-31,W01,P0024,500,22.887956103132005
2024-04-07,W01,P0024,880,25.763152139946207
2024-04-14,W01,P0024,803,22.580860983972986
2024-04-21,W01,P0024,541,21.310649426058564
2024-04-28,W01,P0024,88,22.563923462785347
2024-05-05,W01,P0024,95,23.96784149114559
2024-05-12,W01,P0024,789,21.475283588811727
2024-05-19,W01,P0024,867,20.715363593292885
2024-05-26,W01,P0024,593,23.982654717722884
2024-06-02,W01,P0024,65,19.133174109848596
2024-06-09,W01,P0024,269,22.440267816306758
2024-06-16,W01,P0024,889,21.623367363554475
2024-06-23,W01,P0024,329,20.9424682269928
2024-06-30,W01,P0024,682,20.732424503368186
2024-07-07,W01,P0024,402,21.64890574152729
2024-07-14,W01,P0024,748,17.479470196387055
2024-07-21,W01,P0024,749,21.929987366330515
2024-07-28,W01,P0024,945,20.983075345821323
2024-08-04,W01,P0024,202,24.426245129513664
2024-08-11,W01,P0024,373,23.073701722333855
2024-08-18,W01,P0024,270,24.385203032901035
2024-08-25,W01,P0024,558,22.84806960300496
2024-09-01,W01,P0024,958,19.787302807659103
2024-09-08,W01,P0024,552,20.548923478876922
2024-09-15,W01,P0024,721,20.334875308353464
2024-09-22,W01,P0024,249,18.94198187501596
2024-09-29,W01,P0024,666,25.87817197221365
2024-10-06,W01,P0024,354,23.381399767944707
2024-10-13,W01,P0024,598,18.854634434418188
2024-10-20,W01,P0024,738,23.70874563662393
2024-10-27,W01,P0024,573,23.4315291404829
2024-11-03,W01,P0024,36,21.272597398673906
2024-11-10,W01,P0024,787,23.525934120020064
2024-11-17,W01,P0024,261,27.29950503257509
2024-11-24,W01,P0024,18,21.41240021513538
2024-12-01,W01,P0024,456,20.21240875330216
2024-12-08,W01,P0024,925,18.21818597882862
2024-12-15,W01,P0024,719,21.587792993376965
2024-12-22,W01,P0024,997,20.792270056711654
2024-12-29,W01,P0024,846,22.425623009692995
2025-01-05,W01,P0024,266,22.728256332665595
2025-01-12,W01,P0024,713,23.78686804228381
2025-01-19,W01,P0024,905,24.721422411405005
2025-01-26,W01,P0024,379,17.33284318105039
2025-02-02,W01,P0024,993,22.936622978693393
2025-02-09,W01,P0024,175,22.561295214944096
2025-02-16,W01,P0024,565,21.4247069520157
2025-02-23,W01,P0024,504,19.876147775144872
2025-03-02,W01,P0024,338,22.20317084653937
2025-03-09,W01,P0024,227,22.35596924388565
2025-03-16,W01,P0024,864,22.14607130860277
2025-03-23,W01,P0024,986,22.42502614519898
2025-03-30,W01,P0024,807,21.80066083596906
2025-04-06,W01,P0024,413,23.50520546929527
2025-04-13,W01,P0024,773,24.813793154164834
2025-04-20,W01,P0024,694,24.56059634924055
2025-04-27,W01,P0024,851,19.755560184879034
2025-05-04,W01,P0024,804,21.302596307790417
2025-05-11,W01,P0024,197,19.4911880231874
2025-05-18,W01,P0024,111,25.166822360586018
2025-05-25,W01,P0024,723,25.974630714458616
2025-06-01,W01,P0024,327,20.69132213892984
2025-06-08,W01,P0024,115,21.26125464779213
2025-06-15,W01,P0024,532,17.79432513759529
2025-06-22,W01,P0024,297,21.9966583591228
2025-06-29,W01,P0024,114,25.399063346114744
2025-07-06,W01,P0024,387,20.97873121076073
2025-07-13,W01,P0024,252,21.962422053179903
2025-07-20,W01,P0024,51,21.226413895895632
2025-07-27,W01,P0024,151,25.505878282206435
2025-08-03,W01,P0024,930,22.10894275775205
2025-08-10,W01,P0024,508,22.728718417347835
2025-08-17,W01,P0024,51,25.555186360088957
2025-08-24,W01,P0024,249,18.15956945657267
2025-08-31,W01,P0024,673,22.62325930870093
2025-09-07,W01,P0024,111,21.819623989533973
2025-09-14,W01,P0024,102,19.234764421058312
2025-09-21,W01,P0024,231,20.51388920360446
2025-09-28,W01,P0024,926,21.294919506915978
2025-10-05,W01,P0024,562,24.353884136273912
2025-10-12,W01,P0024,36,21.844816871097507
2025-10-19,W01,P0024,959,23.7717500565903
2025-10-26,W01,P0024,574,19.89307620040692
2025-11-02,W01,P0024,115,20.24365275911437
2025-11-09,W01,P0024,814,23.585443276126707
2025-11-16,W01,P0024,34,20.52188602527692
2025-11-23,W01,P0024,362,28.153573700228126
2025-11-30,W01,P0024,227,20.47416119018541
2024-01-07,W01,P0001,588,20.378516519603135
2024-01-14,W01,P0001,992,23.046330488346104
2024-01-21,W01,P0001,674,20.15379140476941
2024-01-28,W01,P0001,7,23.119908224266062
2024-02-04,W01,P0001,437,22.956885246459418
2024-02-11,W01,P0001,165,26.143191852660507
2024-02-18,W01,P0001,311,22.221074511530126
2024-02-25,W01,P0001,320,20.157248937873252
2024-03-03,W01,P0001,577,17.77688494134558
2024-03-10,W01,P0001,452,22.337285185439708
2024-03-17,W01,P0001,863,21.345677827090906
2024-03-24,W01,P0001,653,23.616336748737265
2024-03-31,W01,P0001,633,21.382607360185457
2024-04-07,W01,P0001,633,18.70556044976354
2024-04-14,W01,P0001,417,24.473946160800192
2024-04-21,W01,P0001,418,21.44817774261371
2024-04-28,W01,P0001,398,20.380378656389862
2024-05-05,W01,P0001,882,21.94959492044993
2024-05-12,W01,P0001,3,20.852932191218496
2024-05-19,W01,P0001,230,20.31115716745464
2024-05-26,W01,P0001,790,24.559173235419298
2024-06-02,W01,P0001,630,22.274864142872097
2024-06-09,W01,P0001,305,23.71926853830537
2024-06-16,W01,P0001,48,22.18861855381719
2024-06-23,W01,P0001,741,21.63259199378485
2024-06-30,W01,P0001,181,20.218110525338517
2024-07-07,W01,P0001,119,23.500779810063072
2024-07-14,W01,P0001,475,22.85412143420998
2024-07-21,W01,P0001,277,19.574539180710737
2024-07-28,W01,P0001,243,19.978221673450662
2024-08-04,W01,P0001,927,19.658855538773985
2024-08-11,W01,P0001,160,25.906781093232887
2024-08-18,W01,P0001,969,19.044192724123402
2024-08-25,W01,P0001,453,20.52115491962355
2024-09-01,W01,P0001,928,20.338586940956752
2024-09-08,W01,P0001,921,22.684329902578575
2024-09-15,W01,P0001,851,22.02348357280132
2024-09-22,W01,P0001,983,20.39479673297213
2024-09-29,W01,P0001,851,21.75473879893533
2024-10-06,W01,P0001,216,25.80873650193966
2024-10-13,W01,P0001,852,23.373903917269825
2024-10-20,W01,P0001,264,19.62268802658528
2024-10-27,W01,P0001,698,22.667370025914515
2024-11-03,W01,P0001,65,26.07673034613328
2024-11-10,W01,P0001,510,23.183224532386014
2024-11-17,W01,P0001,862,19.807207715982933
2024-11-24,W01,P0001,179,18.256162674418338
2024-12-01,W01,P0001,531,20.908067489051813
2024-12-08,W01,P0001,352,22.718155806383972
2024-12-15,W01,P0001,647,20.013914725516898
2024-12-22,W01,P0001,447,22.889209483034488
2024-12-29,W01,P0001,25,20.479548884859163
2025-01-05,W01,P0001,726,22.418150626164646
2025-01-12,W01,P0001,111,20.72114388508684
2025-01-19,W01,P0001,654,21.463780998264806
2025-01-26,W01,P0001,368,23.87576136348776
2025-02-02,W01,P0001,381,22.471581005287472
2025-02-09,W01,P0001,80,21.57292454427836
2025-02-16,W01,P0001,14,22.690313911764207
2025-02-23,W01,P0001,335,19.225919617985955
2025-03-02,W01,P0001,189,20.752268976908493
2025-03-09,W01,P0001,384,21.310673640305797
2025-03-16,W01,P0001,283,22.226487309910375
2025-03-23,W01,P0001,483,24.86117021313109
2025-03-30,W01,P0001,139,20.63662571337163
2025-04-06,W01,P0001,612,21.33549529509729
2025-04-13,W01,P0001,938,23.34678029297143
2025-04-20,W01,P0001,844,25.74070109963437
2025-04-27,W01,P0001,24,21.919935512097783
2025-05-04,W01,P0001,702,21.483128791854252
2025-05-11,W01,P0001,10,23.886905742080213
2025-05-18,W01,P0001,411,25.58842893712598
2025-05-25,W01,P0001,261,21.30357926027944
2025-06-01,W01,P0001,43,18.593525555172892
2025-06-08,W01,P0001,742,20.968218800157928
2025-06-15,W01,P0001,34,21.82876088711643
2025-06-22,W01,P0001,860,24.163360745403715
2025-06-29,W01,P0001,179,19.12429157723614
2025-07-06,W01,P0001,513,22.41787955160612
2025-07-13,W01,P0001,477,22.356254147550104
2025-07-20,W01,P0001,352,20.98529488858439
